university_id,name,established_year,ranking,country,State,City
2476,Timothyport University,1952,1901,USA,Hawaii,Gonzalezport
2477,New Christinaville University,1970,711,France,Wisconsin,East Randall
2478,West Williamview University,1862,721,Canada,New Jersey,Port Debbieview
2479,Garciaton University,1872,927,Japan,California,South Evelynburgh
2480,Lake Jennifer University,1961,1773,Brazil,Tennessee,Barbaraburgh
2481,Webbbury University,1959,1036,India,Tennessee,South Douglasport
2482,Biancatown University,1939,873,UK,Minnesota,Paulberg
2483,Port Elizabeth University,1897,764,UK,Georgia,Ianborough
2484,Lake Nathanchester University,1870,125,Australia,Ohio,New Loriland
2485,Williamsland University,1997,1335,USA,California,North Angelaport
2486,Dodsonton University,1884,1894,France,Maryland,Samuelside
2487,Jilltown University,1953,204,Germany,Mississippi,Port Jerry
2488,Andrewsstad University,2017,1136,UK,Missouri,Jacksonstad
2489,Josephport University,2011,502,France,Oregon,New Matthew
2490,South Kristine University,2005,1407,UK,Iowa,Cathymouth
2491,Lake Shelley University,1859,51,India,Oregon,Hollandhaven
2492,Hullmouth University,1863,567,USA,Wisconsin,West Margaret
2493,New James University,1960,1810,Australia,Alabama,Beckyside
2494,Taylorchester University,1999,1157,USA,South Dakota,South Kelly
2495,Delacruzburgh University,2003,682,Germany,Delaware,New Grantberg
2496,Port Thomas University,2009,768,Germany,Massachusetts,New Charlesstad
2497,Campbellburgh University,1884,1586,Japan,Rhode Island,Warrenport
2498,West Clifford University,1921,282,France,West Virginia,Hallborough
2499,Mooreview University,1875,653,Germany,New Mexico,West Nathan
2500,Kylechester University,1909,1006,Germany,Florida,North Curtishaven
2501,Ronaldfurt University,1851,586,UK,Kansas,Christopherland
2502,South Ashley University,1955,1624,USA,Maryland,Lake Julie
2503,North Lisaside University,1864,1038,France,California,Orozcoport
2504,Thomasmouth University,1999,1179,China,Illinois,South Melissa
2505,Lake Kylemouth University,1956,660,Canada,New Hampshire,Lake Andrewtown
2506,Hillview University,2018,706,Germany,Delaware,Emilychester
2507,Joshuashire University,1861,424,India,North Carolina,Michaeltown
2508,Jarvisberg University,2022,694,USA,Texas,Johnsonstad
2509,Lake Desireefort University,1856,824,UK,Ohio,Port Rachelton
2510,Michaelstad University,1897,536,France,Minnesota,Millsville
2511,Coltonfort University,1934,165,UK,Nebraska,New Tammyburgh
2512,Bushbury University,1963,596,UK,Pennsylvania,West James
2513,Mullenfort University,1984,1883,Brazil,Arizona,East Robertview
2514,Stephenview University,1974,1547,USA,Oklahoma,South Danielle
2515,Christopherview University,1856,1783,China,Nebraska,East Andrew
2516,Hernandezberg University,1951,74,China,Illinois,New Leroyside
2517,Leehaven University,1866,257,USA,Oregon,South Laura
2518,Williamsland University,1940,1264,Germany,Hawaii,Port Gregoryborough
2519,West Janetfurt University,2017,1949,USA,Louisiana,Dakotaberg
2520,Williamsstad University,1902,875,India,Tennessee,Justinhaven
2521,Smithview University,1905,36,India,Louisiana,Port Charlesshire
2522,Harriston University,1996,1224,Brazil,North Carolina,Port Davidside
2523,Port Jordanchester University,1917,240,France,Illinois,North Brandi
2524,Lake Janetville University,2006,1946,Canada,Alaska,Christinehaven
2525,Port Karenchester University,1933,676,Australia,Missouri,Clarkchester
2526,Edwardside University,1992,626,Germany,Illinois,Richardton
2527,Jacksonland University,1963,1231,Australia,West Virginia,New Sheriland
2528,Thomashaven University,1982,1163,USA,West Virginia,West Petermouth
2529,Brownfurt University,2018,864,France,Louisiana,Lake Philipville
2530,Richardsonfurt University,1967,1593,Japan,North Dakota,South Valeriefort
2531,South Tammy University,2022,545,Germany,Washington,South James
2532,Emilystad University,1927,1505,France,Wyoming,Kyleton
2533,Jeremyville University,2017,15,Australia,North Carolina,Cynthiaport
2534,New Ashleybury University,1950,739,France,Mississippi,West Susanton
2535,South Leahhaven University,1968,1684,USA,Michigan,Feliciashire
2536,Vincentton University,1882,1958,France,Texas,Johnathanfurt
2537,Gailtown University,1892,45,UK,Idaho,Joneston
2538,West Jackson University,1851,354,France,Mississippi,Nobleview
2539,Monroehaven University,1955,1917,Canada,Massachusetts,Fernandezburgh
2540,Ambermouth University,1968,230,France,Utah,Dawsonburgh
2541,Lake Maryshire University,1901,1567,France,Oregon,Williamsview
2542,Guzmanton University,1948,63,UK,Idaho,Chandlerborough
2543,Lake Kimberlyborough University,1862,1053,Canada,Kansas,Morganport
2544,Ericstad University,1990,175,India,New Hampshire,Tonyberg
2545,East Timothy University,1926,96,France,West Virginia,Mcdanielhaven
2546,Paulshire University,2022,441,Canada,Delaware,Jeremyberg
2547,Port Jeffreystad University,1899,1443,India,Wisconsin,Mayberg
2548,Emilybury University,1861,1255,USA,Delaware,Grayland
2549,Ramirezbury University,2020,950,France,Iowa,Jamesmouth
2550,Michaelborough University,1852,1119,USA,California,Lake Chelsea
2551,Lopezbury University,1867,1226,USA,Rhode Island,Michealfort
2552,North William University,2005,1789,France,Oklahoma,Clarkside
2553,Brandonbury University,2014,1079,Canada,Pennsylvania,Pamelafurt
2554,Grantberg University,1865,1357,Australia,Illinois,Jonesborough
2555,Woodfort University,1878,575,China,Wisconsin,Pamelafurt
2556,West Sarabury University,1925,86,USA,Louisiana,Jamiemouth
2557,Thomasbury University,1940,984,Japan,South Dakota,South Tanyafurt
2558,Jodiside University,1982,1258,Canada,Oregon,Danielview
2559,West Cynthia University,1870,432,Japan,Alabama,Deannaberg
2560,Hernandezview University,1878,867,Canada,Mississippi,West Alexandramouth
2561,Schaeferport University,1997,247,France,Delaware,Brendanberg
2562,Smithview University,1959,972,Canada,Ohio,Port James
2563,North Joseph University,1931,1786,Germany,New Mexico,West Elizabeth
2564,East Dennisburgh University,2008,656,Brazil,Oklahoma,Larsonside
2565,Jacquelineville University,1934,1652,China,Kansas,Warrenchester
2566,Jeffreystad University,1930,43,China,South Carolina,Grosschester
2567,Michaelberg University,1964,1409,Japan,Alabama,Janeview
2568,Johntown University,1865,1291,Japan,Pennsylvania,North Christopherburgh
2569,West Samuel University,1853,170,China,New York,Port Michelleport
2570,Juliehaven University,1911,963,Brazil,Maine,Nathanland
2571,Joshuaburgh University,2024,1873,France,Oregon,South Courtney
2572,North Jasmin University,1914,313,Canada,New Hampshire,Colinmouth
2573,Michaelshire University,1887,447,Germany,Nevada,Sullivantown
2574,Mcdonaldview University,1932,1854,India,Ohio,Wagnerborough
2575,Alexanderberg University,1927,881,Canada,Wyoming,Patriciaport
2576,Nicoleton University,1891,378,Canada,Connecticut,East Amandaville
2577,West Dakotamouth University,2023,1151,Australia,New Jersey,Lake Joseph
2578,Blackmouth University,1867,1670,China,New Jersey,East Valerie
2579,Martinezbury University,1868,1834,Australia,South Carolina,Charlesborough
2580,East Peter University,1917,1723,UK,Alabama,Hernandezport
2581,New Jamesmouth University,1899,1484,Australia,Nebraska,Mariachester
2582,Port Jenniferchester University,1897,3,Germany,Colorado,New Regina
2583,Angelatown University,1887,850,China,North Carolina,West Carmenfurt
2584,Brandyport University,1885,1916,Germany,Oregon,West Jermaine
2585,Hunterfurt University,1976,318,Germany,South Dakota,West Melissamouth
2586,South Kellimouth University,2024,769,Canada,Colorado,Kimbury
2587,Thomastown University,1853,647,Australia,Oklahoma,Mcmillanborough
2588,Byrdberg University,1864,1073,Australia,Delaware,Johnsonport
2589,Pricestad University,1942,593,USA,Indiana,Courtneyside
2590,Harmonmouth University,1920,1020,France,Alabama,North Douglasfurt
2591,Kaylastad University,1867,125,Germany,Colorado,Johnsonfurt
2592,Lake Jeffreyland University,1933,344,Germany,Oregon,Ryanstad
2593,Danielberg University,1859,538,France,South Dakota,Taylorstad
2594,Blairshire University,2001,314,Australia,Minnesota,West Holly
2595,Emmaville University,1950,1359,Australia,Ohio,Torresburgh
2596,South Robintown University,1881,1939,UK,Utah,North Debramouth
2597,Youngfort University,1994,370,Canada,Arizona,Lake Christopher
2598,East Brandonport University,1857,58,USA,Florida,Port Mackenzieville
2599,Lake James University,1855,760,Japan,Idaho,North Paulaville
2600,North Andrewville University,1932,496,USA,Idaho,Julianmouth
2601,Melissaport University,1852,1971,Canada,Oregon,East Christianmouth
2602,Rodriguezburgh University,1915,1477,USA,New Jersey,New Richardfort
2603,East Sara University,2008,1162,China,Connecticut,East Alexis
2604,South Seth University,1852,16,France,Illinois,Gravesview
2605,Woodland University,1978,1155,Canada,Kansas,Christineberg
2606,Dustinport University,2014,1904,Canada,Mississippi,Guzmanstad
2607,Michaelbury University,1874,64,Germany,Wyoming,Loriside
2608,South Dustin University,1880,1793,France,South Dakota,Oscarhaven
2609,East Thomas University,1970,1714,France,North Carolina,West Frankview
2610,New Williamport University,2009,336,Japan,Illinois,Jillianchester
2611,New Brianshire University,2010,906,India,New Jersey,Elliottview
2612,Weeksview University,1968,1814,China,Tennessee,Hernandezstad
2613,Robertsontown University,1866,1547,India,North Dakota,South Shannonville
2614,Josephchester University,1905,126,Australia,Illinois,Linchester
2615,Deborahport University,1852,1926,India,Missouri,Emmaport
2616,Port Scott University,1965,677,China,Idaho,Lake Blake
2617,Michealbury University,1950,964,Brazil,Rhode Island,Houstonstad
2618,South Shelley University,1873,1281,UK,New York,Randybury
2619,East Darlene University,1910,121,India,New Hampshire,South Josephburgh
2620,New Sabrina University,1918,1283,USA,Wyoming,Hamiltonton
2621,Kathrynstad University,1931,499,Germany,Kentucky,Robersonton
2622,Murraytown University,1992,798,USA,Rhode Island,South Cynthiamouth
2623,Tamaratown University,1917,340,France,Colorado,Smithland
2624,Victoriabury University,1923,205,UK,Massachusetts,Rileyshire
2625,Campbellbury University,2001,772,Germany,New Jersey,New Jeanettehaven
2626,Danielsstad University,1891,735,Japan,Washington,Tiffanyhaven
2627,Mcmahonborough University,1917,749,Canada,Minnesota,Hendersonburgh
2628,Mooneymouth University,2012,668,China,Florida,Carterfort
2629,Travisstad University,1982,1811,Japan,New Hampshire,Wilsonhaven
2630,North Jennifer University,1911,661,Australia,Missouri,East Francesport
2631,Josephberg University,2003,100,Japan,Utah,Davidberg
2632,Port Ariana University,1913,1336,Japan,Georgia,Mooreport
2633,Port Erikton University,1972,356,UK,Washington,Lake Timothyfort
2634,Amberchester University,1920,1310,India,Ohio,South Richardfurt
2635,Brandonberg University,1854,1600,France,Missouri,North John
2636,Cameronmouth University,1997,1938,Australia,Missouri,Nolanville
2637,Brownside University,1940,1061,Australia,Louisiana,Adkinsshire
2638,New Danieltown University,1881,1207,Japan,Michigan,Brownport
2639,New Kimberlyhaven University,1933,1751,Australia,Indiana,East Angelahaven
2640,Hilltown University,1925,742,China,New York,South Charles
2641,Joshuaside University,2010,1405,USA,Idaho,Stevenshire
2642,New Brendaberg University,1994,1194,Germany,New Mexico,East Brian
2643,East Edwardside University,1854,329,UK,Massachusetts,West Jeffrey
2644,Port Matthewfurt University,1991,20,India,West Virginia,Matthewport
2645,North Scotthaven University,2007,525,France,Oklahoma,Kurtbury
2646,Mosesberg University,1981,535,Brazil,Ohio,Olsenville
2647,Robertborough University,1883,677,China,Rhode Island,West Jaclynchester
2648,Emilyville University,1984,164,China,Wisconsin,Port Michael
2649,Michelleland University,1913,357,Brazil,New Hampshire,East Karenberg
2650,North Carmen University,1988,1439,USA,South Dakota,East Kennethborough
2651,Sarahchester University,1870,706,Brazil,Connecticut,Port Michael
2652,Ryanchester University,2011,116,Brazil,Alabama,West Mary
2653,Alexanderchester University,1927,1638,USA,Montana,Johntown
2654,New Amy University,1933,1970,China,Montana,Williamschester
2655,Port Shirley University,2020,973,USA,New York,Randybury
2656,Jessicashire University,1999,320,Australia,Mississippi,South Ashleyport
2657,Wandahaven University,1980,1865,Japan,Missouri,Hillfurt
2658,Patriciafort University,1968,637,Brazil,Mississippi,West Karaville
2659,Sanchezburgh University,1970,39,UK,New York,Jameshaven
2660,Terrihaven University,1995,1804,India,California,East Jenny
2661,Michaelside University,2018,1788,Australia,Utah,Alishastad
2662,Josephhaven University,1901,37,Canada,New York,Carterburgh
2663,Bautistafort University,1929,1098,Germany,Montana,Christopherstad
2664,West Josephmouth University,1969,1378,Japan,Nebraska,South Stevenfort
2665,Melindafort University,1957,1143,China,Arkansas,North Pamelaland
2666,Hernandezville University,1892,1485,Australia,North Dakota,Stewartstad
2667,Ramosstad University,1949,15,Brazil,Maryland,Wilkersonburgh
2668,West Josephshire University,1924,1980,Canada,Minnesota,Lake Manuel
2669,Lauraside University,1861,362,USA,Wisconsin,Port Nicholas
2670,South Cheryl University,2015,426,Brazil,Georgia,East Marystad
2671,Suzanneshire University,1859,1345,India,South Dakota,North Andreaview
2672,Lake Sophia University,1928,1296,USA,South Carolina,Christianfort
2673,Hopkinsside University,1930,110,France,Vermont,Valencialand
2674,Palmerborough University,2016,1253,Germany,Wisconsin,West Steven
2675,New Lisa University,1892,774,Brazil,Pennsylvania,Schultzhaven
2676,Hatfieldshire University,1867,788,Germany,Oklahoma,Port Annaton
2677,Valdezchester University,1958,499,China,Nebraska,Aliciaville
2678,Port Steven University,1931,974,Germany,Pennsylvania,Shannonbury
2679,Ramosborough University,1929,718,Australia,Virginia,North Julia
2680,South Williammouth University,1901,1604,Canada,Michigan,Adamfurt
2681,West Sara University,1984,612,France,North Carolina,Penahaven
2682,New Angela University,1960,1747,India,Virginia,Jasmineport
2683,East Jessicabury University,1968,706,India,Minnesota,Holtberg
2684,Lindseytown University,1867,429,India,Idaho,Aprilbury
2685,Johnsonshire University,1876,705,China,Connecticut,Lake Haroldfurt
2686,Morganstad University,1866,1900,Canada,Pennsylvania,East Shawn
2687,Ramirezchester University,1983,1158,USA,Oklahoma,East Brooke
2688,North Jesse University,1928,1921,China,Idaho,Perryburgh
2689,East Jeffreymouth University,1881,1419,Brazil,North Carolina,Port Robert
2690,North Edward University,1944,1312,India,New Hampshire,Brittneybury
2691,Lake Courtney University,2002,1990,Australia,New Hampshire,East Teresa
2692,Ortizton University,1929,91,UK,Rhode Island,Christophertown
2693,Duranmouth University,2011,1878,Australia,Rhode Island,Davistown
2694,West Teresaburgh University,1905,261,Germany,New Mexico,New Susan
2695,Lake Gregory University,1910,1660,India,Tennessee,East Scott
2696,East Luis University,2015,1903,Australia,Washington,Lawrenceport
2697,Jenniferstad University,1953,709,Australia,Oregon,Annton
2698,Hunterfort University,2011,296,France,Virginia,Washingtonmouth
2699,North Andrewview University,1924,406,India,Idaho,Brandtfurt
2700,Susanton University,1924,246,Japan,Kansas,South Sheilatown
2701,Tammyville University,1942,461,UK,Florida,East Michelleborough
2702,Rodriguezchester University,1997,1015,UK,New Hampshire,Hollowayfurt
2703,Ingramstad University,1854,752,Canada,Texas,Port Dawn
2704,New Kellyside University,1901,752,Brazil,Vermont,Perkinston
2705,Chungborough University,1879,677,Australia,Delaware,North Nicholas
2706,Port Amanda University,2023,1483,USA,Alaska,Jeffreyview
2707,Meyerston University,1851,934,India,Vermont,Lake Christy
2708,West Martha University,1959,1700,Japan,California,Kimborough
2709,New Terri University,2024,1319,Brazil,New Jersey,New Emily
2710,Port Jenniferside University,1913,434,USA,Alabama,Ellenborough
2711,Lake Kimberlyfurt University,2018,1705,Australia,Virginia,East Andrew
2712,West Ericstad University,1892,422,UK,Iowa,Tracyburgh
2713,Port Kaitlyn University,1922,757,India,Virginia,West Heidiborough
2714,South Adrianaton University,1917,1069,Australia,Wyoming,Annabury
2715,Port Cole University,1875,1330,India,Idaho,Angelaside
2716,North Kevinburgh University,2012,1337,France,Arkansas,Ronaldbury
2717,Caitlinfurt University,1953,1376,Brazil,Alabama,North Thomasmouth
2718,Cassandrachester University,2013,791,Japan,Arizona,East Patricialand
2719,Ericachester University,1908,996,Germany,New Hampshire,Haleyville
2720,Knapptown University,1902,420,India,Arizona,East Eric
2721,North Wesley University,1968,56,Canada,West Virginia,North Matthewport
2722,Port Paulberg University,1947,1805,Australia,Washington,Ellisonmouth
2723,Raymondburgh University,1959,610,UK,Florida,Lake Zachary
2724,Brendaborough University,1906,1100,India,Arkansas,Lake Shawn
2725,Jamesfurt University,1998,1353,France,Colorado,South Brian
2726,Chenfurt University,1943,1709,Canada,Wisconsin,West Victorstad
2727,Mcguiremouth University,2006,1136,Japan,Connecticut,Stephentown
2728,Turnerbury University,1949,885,India,Florida,Johnsonton
2729,South Christinafurt University,1975,721,Canada,Colorado,Nelsonfurt
2730,Dawsonfurt University,1944,1217,Australia,North Dakota,West Juliaberg
2731,West Brenda University,1923,1563,UK,Maryland,West Meganhaven
2732,West Ashleybury University,2015,766,France,Montana,West Ashley
2733,Michelleshire University,1870,814,India,Oklahoma,South Matthewberg
2734,Hendersonville University,1952,1926,Germany,South Carolina,Zacharyborough
2735,Susanshire University,1866,526,Brazil,Florida,Alyssaland
2736,Hollyburgh University,1902,1808,Canada,Texas,Jeffreychester
2737,North Johntown University,1945,1909,France,North Carolina,Josephville
2738,New Kristinshire University,1851,877,Canada,Louisiana,South Joseph
2739,Edwardsville University,1868,820,Canada,Utah,New Brittney
2740,Kimberlyside University,1940,369,UK,Arizona,East Melissa
2741,North Austinmouth University,2013,1652,Australia,Vermont,New Andrew
2742,Lake Aaronfurt University,1941,1785,France,Tennessee,North Dianashire
2743,Timothymouth University,2025,1520,USA,Mississippi,Port Feliciafurt
2744,Sharonfurt University,1855,1906,UK,South Carolina,East Sarahchester
2745,Meganbury University,1859,1736,Brazil,Missouri,Wendytown
2746,North Ginaport University,1906,214,France,Arizona,Lake Karen
2747,Davidfurt University,1908,242,Germany,Idaho,Port Ericfurt
2748,Davisview University,1922,431,France,Wyoming,South Gary
2749,New Martin University,1906,1762,Germany,Florida,Lake Samantha
2750,West Victoriaport University,1904,1435,Germany,Utah,South Paul
2751,South Daniel University,1920,1076,UK,Vermont,Lake Thomaston
2752,New Jessicatown University,1851,322,France,Michigan,South Matthewshire
2753,Flynnland University,2018,240,Canada,Oregon,Port Barbaraborough
2754,West Douglas University,1897,197,Japan,New Hampshire,West Erinbury
2755,Stephensonside University,1949,1941,Germany,Alabama,Stevenland
2756,Morrisview University,1889,1221,France,Tennessee,West Susanton
2757,Timothyport University,1935,1562,USA,Pennsylvania,Williamston
2758,Bowmanmouth University,2008,1602,Brazil,Pennsylvania,Marshallmouth
2759,East Brittanychester University,1965,646,China,Tennessee,Mikeshire
2760,Valerieport University,1898,1435,Canada,Pennsylvania,Port Kelsey
2761,East Katherine University,1937,556,Japan,Louisiana,North Samuel
2762,South Elizabethport University,2021,541,Canada,South Carolina,Codybury
2763,Nolanfort University,2012,1883,Japan,Delaware,Colemanborough
2764,Port Hollystad University,1858,626,Brazil,New Jersey,East Paul
2765,North Judyfort University,1995,1720,UK,Florida,Johnside
2766,East Andrew University,1925,1920,France,Alabama,Kathrynview
2767,New Julieville University,1935,1415,Australia,South Dakota,Robertsborough
2768,West Chelsea University,1993,104,UK,Georgia,Jasonhaven
2769,Martinezburgh University,1888,1967,Japan,Washington,Michaelfort
2770,Wilkinston University,2002,200,USA,Maine,Edwardsside
2771,East Thomas University,1973,779,Brazil,Hawaii,Kelleyshire
2772,East Tammy University,1992,460,France,New Jersey,Lake Andrew
2773,Ortizport University,1977,681,Brazil,Pennsylvania,Kemphaven
2774,Gonzalezfurt University,1860,184,France,Washington,North Nicholas
2775,Jenkinston University,1860,683,China,Idaho,New Kevinchester
2776,New Michael University,1876,498,Australia,Maine,East Luke
2777,Keithview University,1874,399,India,Louisiana,Rossland
2778,East Emilyside University,1968,172,USA,Tennessee,Leslieport
2779,East Laura University,1885,1618,India,Washington,West Alexander
2780,South Heatherberg University,1977,1012,Australia,California,Alexanderberg
2781,Port Aaron University,1979,1381,Japan,Rhode Island,North Amandaview
2782,South Tommyburgh University,1929,1319,Japan,Tennessee,Johnsonview
2783,West Brandon University,1937,1482,UK,Vermont,Hughesview
2784,West Andrewstad University,1856,648,Brazil,Colorado,Port Lauraside
2785,Cartertown University,1998,1466,Germany,Connecticut,West Ginamouth
2786,Jasonport University,1953,823,Australia,South Dakota,West Wesleychester
2787,Alisonbury University,1906,1171,Canada,Mississippi,Williamshaven
2788,Burnsview University,1857,1011,Australia,New York,Changshire
2789,Marciaton University,1855,1928,Germany,Oregon,Wilkinsburgh
2790,Waltersside University,1916,1418,USA,Michigan,Smithborough
2791,Amandahaven University,1857,990,USA,Iowa,Heatherville
2792,New Adamview University,1904,555,France,New Mexico,Lake Alexstad
2793,Thomasbury University,1986,1885,USA,New York,Charlesside
2794,South Patriciastad University,1998,1806,Japan,Michigan,East Margaret
2795,South Rebecca University,1877,185,Germany,Maine,East Tracy
2796,Ponceborough University,1918,201,Brazil,Arizona,Jacobtown
2797,New Jennifertown University,1923,1372,Brazil,Oklahoma,North Madelinefurt
2798,Mikaylaland University,1969,1589,Japan,South Carolina,Longbury
2799,South Paulview University,1856,1800,Germany,Wyoming,Charlesside
2800,Ellismouth University,2018,1292,India,Louisiana,Dianeville
2801,Brianview University,1908,1793,Canada,Nevada,Barbarabury
2802,West Lawrence University,1955,1504,India,Minnesota,Maryville
2803,East Angela University,1971,1765,France,Maine,Langfurt
2804,North Lisa University,1953,1908,Australia,North Dakota,Kathleenfurt
2805,Port Adam University,1878,1107,Germany,Virginia,North Emilyfurt
2806,Port Erin University,1930,1348,India,North Carolina,Sloanhaven
2807,Port Cherylburgh University,2025,1667,India,Oklahoma,South Crystalfort
2808,Garzatown University,1995,679,Australia,New Mexico,North Nancychester
2809,Dillonstad University,2013,93,China,New Mexico,Austinville
2810,Mccarthystad University,1965,149,France,Arkansas,Benjaminmouth
2811,Cherylton University,1940,1185,Germany,Nevada,New Andrewshire
2812,Marquezhaven University,1957,1588,Brazil,North Carolina,Laurenside
2813,Wardberg University,1948,600,Germany,Arizona,New Adamfort
2814,Briannafort University,1931,1589,India,Connecticut,Matthewview
2815,New Brett University,1958,1028,Japan,Vermont,Lisatown
2816,East Williamland University,1932,1421,Brazil,Illinois,South Guy
2817,North Markstad University,2002,1796,Australia,Georgia,Lake Gail
2818,West Carolynburgh University,2024,186,Germany,Wisconsin,Starkshire
2819,Lake Debra University,1951,569,India,Tennessee,East Louis
2820,East Danielle University,1952,806,France,Missouri,Lake Melissa
2821,New Larryhaven University,1862,1649,France,South Carolina,Port Jamieville
2822,South Dawn University,1980,57,Australia,North Dakota,Mcbrideport
2823,New Cynthiafurt University,1917,976,France,Kansas,East Jason
2824,Webbton University,1890,695,USA,Georgia,West Tonyaport
2825,Matthewchester University,1860,1051,Canada,North Carolina,Victoriafurt
2826,New Robertberg University,1886,1512,Germany,Texas,Williamsbury
2827,Lake Melissastad University,1853,511,UK,New Hampshire,Garrisonmouth
2828,West Debra University,2001,1480,UK,Vermont,Ellismouth
2829,Carolineland University,1917,1387,France,New Mexico,Port Kristen
2830,North Sandraborough University,1956,1263,Brazil,Tennessee,New Sean
2831,East Leah University,1871,1300,UK,Kentucky,Campbellshire
2832,West Lynn University,1962,866,Japan,Wisconsin,North Amber
2833,Port Chad University,1905,524,Canada,Iowa,Sharpmouth
2834,Taylorside University,1998,782,Canada,Virginia,Alisonbury
2835,Harperberg University,2009,1302,Japan,North Dakota,New Sylvia
2836,Kellyton University,1867,1667,USA,New York,Santanatown
2837,Garytown University,2013,400,UK,Washington,Aaronshire
2838,Roseville University,2022,106,Australia,Florida,Kingchester
2839,Brownbury University,1886,971,Japan,Tennessee,North Anthonymouth
2840,Robinsonton University,1897,1626,Brazil,New Jersey,Matthewport
2841,West James University,1965,1331,Germany,Alabama,Port Lindseyberg
2842,Ashleeview University,1905,654,Brazil,Illinois,South Brianside
2843,Erikton University,1918,1635,Germany,Kentucky,Mccormickstad
2844,Bellfort University,1877,1597,China,Indiana,New Shelleyshire
2845,Mariaburgh University,1889,1608,Brazil,Kentucky,Rossmouth
2846,West Dylanland University,1935,1411,Canada,New York,Briggsmouth
2847,Brownshire University,2010,34,France,New Jersey,Keithburgh
2848,Lake Rachael University,1908,1214,India,South Carolina,Shawland
2849,Wilsonfurt University,1870,144,Brazil,Illinois,Port Tamara
2850,Port Andrew University,1943,992,Australia,Washington,Fosterfort
2851,Port Veronicaville University,1856,599,USA,Montana,Vanessafort
2852,Jacksonport University,1985,587,Canada,Pennsylvania,North Hunterside
2853,Port Cynthia University,1917,1087,UK,Vermont,Vanessaport
2854,Karlmouth University,1921,136,Japan,Alaska,West Stanleyville
2855,Pedroberg University,1946,941,UK,Virginia,Timothyfurt
2856,South Rachelside University,1924,1669,USA,New Jersey,East Nicole
2857,New Kimberlyburgh University,1946,789,Germany,Kentucky,West Kimberly
2858,West Richard University,1855,1455,Canada,South Carolina,Wesleyfort
2859,East Zachary University,2017,1322,India,Indiana,Port Christinabury
2860,Lake Allison University,1965,885,UK,Oregon,North Walter
2861,South Charles University,1907,584,Japan,Georgia,Ramosshire
2862,Katiemouth University,1942,252,India,Nevada,Carrbury
2863,East Melissa University,1948,2000,France,Illinois,Lake Kristinberg
2864,Robertburgh University,1900,1837,Germany,New Hampshire,East Jesse
2865,Justinberg University,1924,281,India,Oklahoma,South Mark
2866,New Joel University,1889,805,Brazil,Montana,New Shane
2867,South Jamieside University,1928,525,Japan,Nebraska,Port Thomasside
2868,South Allison University,2003,1921,Germany,Missouri,Costabury
2869,Washingtonmouth University,1895,299,USA,Ohio,West Todd
2870,Parkchester University,2006,638,Japan,Minnesota,Adamburgh
2871,West Carolyn University,1877,530,France,South Carolina,Lisafort
2872,Matthewville University,1988,975,France,Vermont,South Norman
2873,North Juliaberg University,1935,366,Brazil,Iowa,Bryantmouth
2874,South Robinmouth University,1915,71,Brazil,Utah,Haileyfurt
2875,Davidside University,1898,371,UK,Massachusetts,Kristintown
2876,Mendezborough University,1850,595,France,Oregon,Lake Nicole
2877,New Gail University,1957,710,China,Idaho,West Amandaton
2878,West Tonymouth University,1933,153,Australia,Minnesota,Pennybury
2879,Laurieville University,1925,1928,Germany,Wyoming,New Christinashire
2880,Jenniferborough University,1878,25,Australia,Montana,Howellview
2881,North Erin University,1899,171,Canada,Georgia,Lake Vincent
2882,Port Kylestad University,1902,771,China,Alabama,Carterside
2883,Hillshire University,1936,1304,Japan,New York,Ramirezview
2884,Lake Jodihaven University,1894,1511,France,Rhode Island,Lorichester
2885,Davismouth University,1970,1598,UK,Nevada,Michaelfurt
2886,Tammymouth University,1907,693,Canada,Arkansas,Kellibury
2887,West Brianstad University,2010,1918,France,Nebraska,Williamtown
2888,West Scottburgh University,2005,1149,India,Idaho,East Doriston
2889,Michaelshire University,1917,1289,India,Georgia,Port Jamesport
2890,East Gail University,1880,47,Japan,West Virginia,North Daniel
2891,Thomasville University,1939,1088,Brazil,Colorado,Port Derekbury
2892,New Ianshire University,1988,1789,China,Alaska,Santiagotown
2893,Lake Troy University,1982,860,China,Vermont,Lopezchester
2894,Lake Lauraland University,1938,1182,Canada,Iowa,West Larryside
2895,Hoodland University,1986,1377,UK,Connecticut,West Jessica
2896,North Johnberg University,2003,1129,UK,Georgia,Carrollton
2897,Yatesshire University,1942,1679,India,New Hampshire,Andersonborough
2898,Warrenberg University,1943,1560,Australia,Ohio,Lopezland
2899,Jenniferchester University,1853,1779,Germany,Louisiana,Ashleyborough
2900,Victoriaville University,1886,374,France,Oklahoma,South Christie
2901,Clarktown University,1865,1972,India,Ohio,New Danielbury
2902,Randystad University,1852,1252,Germany,Pennsylvania,Jennastad
2903,Alanfort University,1904,1834,Canada,New Jersey,Hansonview
2904,Baldwinmouth University,1897,1746,Australia,Arkansas,Singhbury
2905,Alvaradobury University,1868,1665,Australia,Michigan,Amychester
2906,Shaunshire University,1951,580,France,New York,Michaeltown
2907,Jenniferhaven University,1942,157,China,Ohio,Coryville
2908,Nicoleberg University,1998,1246,Canada,Kentucky,North Tammymouth
2909,East Monica University,1948,155,Canada,Oregon,Port Gary
2910,West Cameron University,1903,423,Japan,Indiana,North Kellie
2911,Kennethton University,1889,140,Japan,Maryland,South Alejandra
