section_id,course_id,semester,year,instructor_id,classroom,schedule
2638,272,Fall,2025,63,447-U,11:00-12:00
2639,886,Summer,2016,966,273-U,8:00-9:00
2640,466,Winter,2024,229,268-D,12:00-13:00
2641,697,Winter,2025,923,252-L,9:00-10:00
2642,169,Spring,2022,712,319-I,9:00-10:00
2643,594,Spring,2022,584,256-T,17:00-18:00
2644,246,Spring,2019,461,408-L,9:00-10:00
2645,983,Summer,2017,496,432-U,9:00-10:00
2646,883,Fall,2022,396,353-J,10:00-11:00
2647,479,Winter,2015,557,310-X,14:00-15:00
2648,257,Summer,2022,545,421-U,15:00-16:00
2649,21,Summer,2021,807,170-T,13:00-14:00
2650,870,Fall,2024,810,112-H,17:00-18:00
2651,591,Spring,2022,513,206-O,17:00-18:00
2652,827,Fall,2019,50,471-B,8:00-9:00
2653,482,Spring,2024,990,205-K,11:00-12:00
2654,462,Summer,2017,25,241-Q,10:00-11:00
2655,340,Spring,2015,716,343-L,16:00-17:00
2656,427,Spring,2016,956,188-X,12:00-13:00
2657,673,Spring,2015,333,484-I,12:00-13:00
2658,394,Spring,2018,994,171-D,8:00-9:00
2659,280,Fall,2020,364,439-T,10:00-11:00
2660,672,Summer,2025,979,420-D,8:00-9:00
2661,771,Winter,2015,35,406-T,12:00-13:00
2662,630,Summer,2022,825,291-F,17:00-18:00
2663,802,Spring,2020,575,169-W,17:00-18:00
2664,728,Winter,2015,870,309-W,12:00-13:00
2665,229,Summer,2023,861,386-U,16:00-17:00
2666,687,Spring,2017,558,446-A,12:00-13:00
2667,623,Summer,2015,656,114-K,11:00-12:00
2668,307,Spring,2019,851,308-S,10:00-11:00
2669,682,Spring,2017,153,223-G,14:00-15:00
2670,675,Winter,2019,134,266-P,16:00-17:00
2671,821,Spring,2022,533,112-B,9:00-10:00
2672,764,Fall,2023,854,414-Z,11:00-12:00
2673,663,Winter,2018,333,458-S,9:00-10:00
2674,638,Fall,2024,6,160-W,14:00-15:00
2675,994,Summer,2021,352,360-C,17:00-18:00
2676,622,Winter,2023,965,142-U,12:00-13:00
2677,958,Spring,2016,603,294-C,13:00-14:00
2678,919,Spring,2021,255,217-V,8:00-9:00
2679,4,Fall,2020,778,126-A,10:00-11:00
2680,756,Summer,2020,523,219-E,9:00-10:00
2681,465,Winter,2024,23,133-P,17:00-18:00
2682,52,Spring,2022,535,260-Z,17:00-18:00
2683,661,Winter,2023,290,300-O,11:00-12:00
2684,221,Winter,2021,181,179-M,9:00-10:00
2685,701,Winter,2018,432,454-B,8:00-9:00
2686,83,Summer,2021,855,218-D,10:00-11:00
2687,434,Winter,2016,495,127-O,10:00-11:00
2688,43,Summer,2025,565,392-L,15:00-16:00
2689,652,Fall,2015,874,340-P,11:00-12:00
2690,888,Spring,2015,630,201-T,11:00-12:00
2691,770,Fall,2025,25,264-L,14:00-15:00
2692,818,Winter,2025,114,449-A,12:00-13:00
2693,79,Winter,2015,728,236-X,15:00-16:00
2694,305,Spring,2021,980,448-W,8:00-9:00
2695,22,Fall,2018,594,389-U,15:00-16:00
2696,51,Fall,2019,71,278-O,17:00-18:00
2697,899,Summer,2023,259,242-X,13:00-14:00
2698,51,Spring,2017,634,192-C,8:00-9:00
2699,605,Winter,2017,733,395-Z,8:00-9:00
2700,431,Summer,2020,388,383-H,10:00-11:00
2701,776,Summer,2022,945,374-F,12:00-13:00
2702,60,Winter,2023,867,201-R,8:00-9:00
2703,977,Spring,2015,293,277-M,13:00-14:00
2704,622,Spring,2020,506,157-A,14:00-15:00
2705,304,Spring,2025,441,136-D,16:00-17:00
2706,743,Spring,2021,698,140-T,14:00-15:00
2707,260,Winter,2016,31,206-E,8:00-9:00
2708,636,Fall,2022,111,174-J,8:00-9:00
2709,478,Summer,2025,121,204-J,17:00-18:00
2710,500,Summer,2021,798,331-J,17:00-18:00
2711,71,Summer,2024,808,347-Y,13:00-14:00
2712,609,Summer,2016,769,308-X,15:00-16:00
2713,891,Summer,2024,275,273-M,10:00-11:00
2714,743,Fall,2016,831,244-P,12:00-13:00
2715,343,Summer,2018,188,174-B,10:00-11:00
2716,279,Spring,2025,850,358-J,10:00-11:00
2717,998,Summer,2021,266,267-S,16:00-17:00
2718,340,Spring,2017,571,481-O,14:00-15:00
2719,393,Winter,2015,908,218-S,8:00-9:00
2720,466,Spring,2023,762,303-B,14:00-15:00
2721,499,Winter,2024,83,461-A,13:00-14:00
2722,888,Fall,2018,654,168-A,14:00-15:00
2723,963,Spring,2015,150,188-M,10:00-11:00
2724,196,Summer,2021,963,477-D,17:00-18:00
2725,930,Summer,2018,611,149-S,15:00-16:00
2726,200,Summer,2025,561,308-S,11:00-12:00
2727,551,Fall,2023,40,146-T,14:00-15:00
2728,1000,Spring,2023,744,389-X,16:00-17:00
2729,271,Winter,2022,735,377-Z,8:00-9:00
2730,707,Summer,2024,697,148-Q,16:00-17:00
2731,51,Summer,2021,544,318-C,15:00-16:00
2732,817,Spring,2018,504,237-V,9:00-10:00
2733,739,Fall,2020,364,199-Z,16:00-17:00
2734,799,Fall,2019,270,407-M,16:00-17:00
2735,526,Winter,2019,387,151-I,9:00-10:00
2736,952,Spring,2015,271,302-Y,14:00-15:00
2737,848,Summer,2025,277,160-S,17:00-18:00
2738,43,Summer,2019,117,476-D,12:00-13:00
2739,208,Spring,2018,319,248-V,17:00-18:00
2740,34,Fall,2025,107,422-X,9:00-10:00
2741,457,Summer,2022,727,254-K,16:00-17:00
2742,120,Spring,2021,654,170-D,10:00-11:00
2743,848,Summer,2023,500,278-A,14:00-15:00
2744,235,Winter,2019,842,203-T,11:00-12:00
2745,949,Fall,2024,723,285-G,13:00-14:00
2746,38,Spring,2018,779,241-P,10:00-11:00
2747,676,Fall,2024,789,409-A,14:00-15:00
2748,729,Fall,2020,717,497-S,12:00-13:00
2749,756,Winter,2025,914,231-L,17:00-18:00
2750,921,Winter,2019,555,386-Q,11:00-12:00
2751,676,Winter,2019,609,331-G,17:00-18:00
2752,184,Spring,2020,465,265-S,16:00-17:00
2753,125,Spring,2017,110,183-M,8:00-9:00
2754,513,Summer,2016,422,178-R,13:00-14:00
2755,951,Summer,2017,419,158-C,10:00-11:00
2756,887,Winter,2022,403,200-M,8:00-9:00
2757,432,Winter,2016,130,224-M,17:00-18:00
2758,30,Spring,2016,867,294-B,14:00-15:00
2759,896,Winter,2020,424,218-Q,10:00-11:00
2760,904,Summer,2015,510,203-B,17:00-18:00
2761,718,Fall,2019,65,300-F,13:00-14:00
2762,125,Winter,2020,646,374-A,14:00-15:00
2763,346,Summer,2024,859,378-R,11:00-12:00
2764,989,Fall,2021,715,408-M,17:00-18:00
2765,524,Spring,2015,23,278-H,14:00-15:00
2766,65,Fall,2023,585,421-P,14:00-15:00
2767,291,Winter,2024,996,374-E,9:00-10:00
2768,777,Fall,2022,712,343-B,10:00-11:00
2769,231,Summer,2018,44,462-E,10:00-11:00
2770,249,Spring,2016,344,475-J,13:00-14:00
2771,540,Winter,2025,804,387-V,13:00-14:00
2772,248,Fall,2017,738,420-J,8:00-9:00
2773,755,Spring,2019,833,306-G,10:00-11:00
2774,184,Spring,2025,395,247-N,12:00-13:00
2775,295,Fall,2023,419,408-A,10:00-11:00
2776,799,Summer,2021,680,111-E,11:00-12:00
2777,645,Summer,2015,542,142-R,8:00-9:00
2778,741,Spring,2017,912,382-T,8:00-9:00
2779,210,Spring,2019,579,487-J,14:00-15:00
2780,143,Spring,2023,523,367-F,17:00-18:00
2781,750,Spring,2017,156,270-S,10:00-11:00
2782,993,Summer,2020,233,327-W,16:00-17:00
2783,982,Fall,2016,365,456-C,8:00-9:00
2784,634,Fall,2018,583,485-J,13:00-14:00
2785,410,Summer,2022,960,282-X,15:00-16:00
2786,120,Spring,2021,38,353-Y,8:00-9:00
2787,821,Fall,2017,740,365-T,15:00-16:00
2788,10,Fall,2020,710,320-B,10:00-11:00
2789,67,Fall,2015,376,423-F,11:00-12:00
2790,78,Spring,2024,985,141-R,9:00-10:00
2791,868,Spring,2024,768,109-C,8:00-9:00
2792,899,Winter,2016,434,363-C,10:00-11:00
2793,3,Summer,2015,572,411-V,12:00-13:00
2794,747,Fall,2017,802,360-U,16:00-17:00
2795,10,Summer,2021,440,294-Z,8:00-9:00
2796,364,Fall,2024,752,226-P,8:00-9:00
2797,80,Fall,2021,285,442-G,8:00-9:00
2798,793,Winter,2023,754,185-J,11:00-12:00
2799,302,Spring,2018,263,229-B,10:00-11:00
2800,641,Fall,2025,592,401-O,11:00-12:00
2801,453,Fall,2018,323,436-T,17:00-18:00
2802,592,Winter,2025,186,237-L,8:00-9:00
2803,156,Summer,2025,56,155-Q,15:00-16:00
2804,908,Winter,2019,706,305-I,10:00-11:00
2805,136,Spring,2015,487,200-Z,16:00-17:00
2806,616,Summer,2016,215,145-L,14:00-15:00
2807,943,Fall,2022,298,112-K,14:00-15:00
2808,524,Summer,2019,242,329-S,11:00-12:00
2809,31,Spring,2017,936,107-H,8:00-9:00
2810,40,Fall,2017,300,476-T,15:00-16:00
2811,738,Winter,2023,530,290-H,12:00-13:00
2812,326,Winter,2017,788,374-D,11:00-12:00
2813,717,Winter,2023,265,382-G,9:00-10:00
2814,563,Fall,2025,606,134-M,14:00-15:00
2815,224,Spring,2015,16,133-J,9:00-10:00
2816,298,Fall,2015,804,322-H,13:00-14:00
2817,478,Fall,2021,928,308-H,9:00-10:00
2818,979,Spring,2018,323,354-X,10:00-11:00
2819,693,Spring,2016,606,324-N,8:00-9:00
2820,42,Winter,2015,548,107-M,9:00-10:00
2821,514,Spring,2024,74,294-H,9:00-10:00
2822,905,Winter,2019,917,103-D,14:00-15:00
2823,243,Summer,2016,963,150-B,14:00-15:00
2824,381,Spring,2024,696,123-Z,11:00-12:00
2825,56,Fall,2024,360,375-L,15:00-16:00
2826,18,Spring,2019,469,444-M,9:00-10:00
2827,136,Spring,2022,88,304-Q,12:00-13:00
2828,462,Winter,2025,674,152-I,8:00-9:00
2829,172,Summer,2023,466,406-J,12:00-13:00
2830,992,Winter,2021,329,335-P,10:00-11:00
2831,100,Spring,2024,641,376-D,13:00-14:00
2832,127,Spring,2022,343,383-N,15:00-16:00
2833,933,Spring,2016,710,232-V,11:00-12:00
2834,331,Spring,2018,901,320-R,13:00-14:00
2835,688,Summer,2021,947,455-B,12:00-13:00
2836,195,Spring,2017,801,309-V,17:00-18:00
2837,819,Fall,2023,843,430-Y,11:00-12:00
2838,701,Fall,2017,109,448-M,16:00-17:00
2839,88,Spring,2017,164,211-Z,12:00-13:00
2840,184,Winter,2025,27,197-D,13:00-14:00
2841,150,Summer,2022,562,160-O,11:00-12:00
2842,508,Winter,2015,854,256-O,13:00-14:00
2843,783,Winter,2016,570,152-Z,15:00-16:00
2844,938,Summer,2023,59,319-Q,9:00-10:00
2845,962,Fall,2016,510,149-M,13:00-14:00
2846,637,Spring,2025,874,460-P,17:00-18:00
2847,371,Spring,2025,624,396-D,14:00-15:00
2848,106,Spring,2024,720,307-M,8:00-9:00
2849,679,Winter,2021,918,270-X,13:00-14:00
2850,530,Winter,2019,264,475-S,8:00-9:00
2851,909,Summer,2020,788,153-I,11:00-12:00
2852,803,Winter,2015,214,479-I,15:00-16:00
2853,657,Summer,2019,518,428-U,14:00-15:00
2854,557,Summer,2025,856,477-C,13:00-14:00
2855,517,Spring,2016,326,137-W,11:00-12:00
2856,356,Summer,2023,707,239-U,15:00-16:00
2857,169,Summer,2022,866,144-C,15:00-16:00
2858,294,Summer,2017,220,342-U,9:00-10:00
2859,965,Summer,2019,308,259-D,8:00-9:00
2860,895,Fall,2024,842,319-W,8:00-9:00
2861,66,Summer,2019,639,124-D,13:00-14:00
2862,433,Fall,2023,12,268-F,11:00-12:00
2863,859,Spring,2019,289,218-L,14:00-15:00
2864,73,Fall,2023,14,156-T,9:00-10:00
2865,724,Summer,2016,950,203-U,10:00-11:00
2866,420,Fall,2019,460,189-N,17:00-18:00
2867,965,Summer,2015,456,341-R,9:00-10:00
2868,87,Winter,2023,978,100-A,8:00-9:00
2869,914,Spring,2024,658,384-U,14:00-15:00
2870,746,Winter,2023,92,250-Z,16:00-17:00
2871,849,Spring,2019,714,109-Z,16:00-17:00
2872,742,Winter,2018,916,218-P,17:00-18:00
2873,816,Spring,2022,66,442-Z,9:00-10:00
2874,467,Spring,2021,911,441-R,9:00-10:00
2875,232,Winter,2025,292,300-H,8:00-9:00
2876,370,Fall,2019,520,398-V,12:00-13:00
2877,657,Winter,2018,954,252-D,15:00-16:00
2878,806,Spring,2015,946,469-W,15:00-16:00
2879,123,Winter,2024,639,424-L,16:00-17:00
2880,532,Spring,2023,875,308-T,11:00-12:00
2881,651,Winter,2023,847,176-Z,16:00-17:00
2882,888,Winter,2019,756,176-S,13:00-14:00
2883,937,Fall,2020,698,107-E,17:00-18:00
2884,239,Winter,2025,424,245-J,10:00-11:00
2885,604,Spring,2021,342,404-I,8:00-9:00
2886,729,Summer,2016,635,460-K,17:00-18:00
2887,814,Fall,2021,721,225-N,9:00-10:00
2888,225,Spring,2015,462,265-C,17:00-18:00
2889,881,Spring,2015,825,240-V,17:00-18:00
2890,92,Fall,2016,472,247-R,8:00-9:00
2891,470,Summer,2015,698,208-G,13:00-14:00
2892,204,Summer,2023,132,450-T,12:00-13:00
2893,34,Winter,2020,314,149-S,14:00-15:00
2894,38,Spring,2024,215,375-J,11:00-12:00
2895,217,Summer,2018,166,308-Y,17:00-18:00
2896,585,Summer,2015,495,314-K,17:00-18:00
2897,865,Summer,2016,320,308-P,16:00-17:00
2898,880,Summer,2015,654,419-U,10:00-11:00
2899,246,Summer,2020,665,396-E,12:00-13:00
2900,205,Summer,2015,670,347-H,12:00-13:00
2901,625,Spring,2019,779,414-X,15:00-16:00
2902,978,Fall,2022,485,298-U,8:00-9:00
2903,712,Summer,2024,440,189-P,17:00-18:00
2904,556,Winter,2015,466,110-O,12:00-13:00
2905,844,Fall,2015,956,425-G,12:00-13:00
2906,478,Spring,2023,148,457-H,10:00-11:00
2907,166,Fall,2022,886,477-C,8:00-9:00
2908,972,Fall,2025,948,486-X,10:00-11:00
2909,452,Summer,2023,679,178-G,10:00-11:00
2910,748,Spring,2023,64,145-C,8:00-9:00
2911,731,Winter,2018,699,248-C,17:00-18:00
2912,653,Spring,2015,992,431-X,8:00-9:00
2913,157,Summer,2023,566,447-J,8:00-9:00
2914,668,Fall,2024,660,446-W,11:00-12:00
2915,276,Spring,2025,82,262-J,9:00-10:00
2916,635,Summer,2021,338,407-D,8:00-9:00
2917,422,Winter,2024,367,495-O,15:00-16:00
2918,52,Spring,2024,173,215-C,15:00-16:00
2919,354,Summer,2025,310,271-V,8:00-9:00
2920,646,Spring,2019,756,328-T,11:00-12:00
2921,664,Winter,2015,731,499-M,10:00-11:00
2922,867,Fall,2024,723,163-X,12:00-13:00
2923,534,Fall,2025,997,312-B,14:00-15:00
2924,30,Winter,2019,604,464-U,8:00-9:00
2925,664,Spring,2022,851,394-L,17:00-18:00
2926,203,Summer,2017,91,467-Y,8:00-9:00
2927,476,Summer,2019,295,436-T,9:00-10:00
2928,388,Winter,2024,978,465-F,8:00-9:00
2929,390,Summer,2017,543,459-M,10:00-11:00
2930,51,Fall,2020,943,426-D,9:00-10:00
2931,352,Spring,2021,266,207-L,16:00-17:00
2932,15,Fall,2019,180,242-F,9:00-10:00
2933,654,Fall,2020,637,157-B,17:00-18:00
2934,131,Winter,2021,597,242-K,8:00-9:00
2935,983,Spring,2017,616,221-R,10:00-11:00
2936,352,Fall,2023,681,292-B,11:00-12:00
2937,337,Fall,2019,330,407-Q,17:00-18:00
2938,377,Spring,2024,244,406-K,12:00-13:00
2939,75,Fall,2020,727,397-K,17:00-18:00
2940,280,Fall,2017,307,193-E,15:00-16:00
2941,79,Fall,2019,374,307-E,11:00-12:00
2942,969,Winter,2022,445,370-M,11:00-12:00
2943,332,Winter,2025,567,310-G,11:00-12:00
2944,201,Spring,2018,712,346-R,9:00-10:00
2945,752,Spring,2020,7,292-H,16:00-17:00
2946,301,Fall,2021,10,143-Q,10:00-11:00
2947,463,Spring,2024,729,467-H,13:00-14:00
2948,576,Fall,2020,569,433-J,12:00-13:00
2949,429,Spring,2020,437,325-O,13:00-14:00
2950,482,Spring,2024,74,356-W,8:00-9:00
2951,373,Fall,2022,999,483-R,14:00-15:00
2952,947,Winter,2021,150,316-Z,11:00-12:00
2953,935,Spring,2021,483,425-T,12:00-13:00
2954,888,Fall,2022,58,326-V,14:00-15:00
2955,792,Fall,2025,804,270-G,9:00-10:00
2956,396,Winter,2023,988,422-H,11:00-12:00
2957,539,Summer,2019,28,437-O,11:00-12:00
2958,231,Spring,2023,401,456-G,13:00-14:00
2959,846,Spring,2020,552,439-U,10:00-11:00
2960,459,Fall,2016,490,153-L,12:00-13:00
2961,557,Fall,2021,851,187-V,9:00-10:00
2962,933,Winter,2020,314,122-H,13:00-14:00
2963,874,Spring,2021,459,352-J,8:00-9:00
2964,656,Winter,2020,661,339-F,11:00-12:00
2965,722,Fall,2016,346,484-W,16:00-17:00
2966,716,Spring,2023,652,162-H,12:00-13:00
2967,413,Spring,2021,62,123-D,9:00-10:00
2968,418,Fall,2015,304,267-C,9:00-10:00
2969,140,Winter,2017,761,495-M,14:00-15:00
2970,37,Fall,2019,670,213-Y,12:00-13:00
2971,275,Spring,2020,768,417-V,16:00-17:00
2972,490,Summer,2022,710,424-Z,13:00-14:00
2973,547,Summer,2015,30,468-W,16:00-17:00
2974,68,Winter,2025,904,303-L,8:00-9:00
2975,135,Spring,2023,624,311-M,11:00-12:00
2976,352,Spring,2018,795,492-R,9:00-10:00
2977,225,Fall,2022,383,128-Q,9:00-10:00
2978,784,Summer,2015,105,457-D,17:00-18:00
2979,507,Spring,2024,254,455-M,11:00-12:00
2980,397,Winter,2020,627,197-K,15:00-16:00
2981,312,Spring,2015,461,251-H,8:00-9:00
2982,976,Spring,2021,576,338-D,16:00-17:00
2983,812,Spring,2023,310,182-B,17:00-18:00
2984,375,Summer,2023,53,349-O,17:00-18:00
2985,385,Winter,2021,860,321-Y,14:00-15:00
2986,184,Summer,2024,482,405-C,12:00-13:00
2987,838,Fall,2023,251,200-W,16:00-17:00
2988,143,Summer,2023,47,160-I,10:00-11:00
2989,47,Winter,2023,576,484-S,17:00-18:00
2990,712,Summer,2017,579,428-T,14:00-15:00
2991,521,Fall,2017,289,190-C,16:00-17:00
2992,826,Winter,2015,80,160-E,9:00-10:00
2993,193,Fall,2015,188,243-N,17:00-18:00
2994,447,Fall,2023,905,121-L,8:00-9:00
2995,537,Summer,2023,698,313-O,16:00-17:00
2996,367,Fall,2020,582,453-Q,9:00-10:00
2997,418,Summer,2016,647,233-G,14:00-15:00
2998,395,Summer,2016,138,371-G,17:00-18:00
2999,819,Fall,2015,396,475-T,12:00-13:00
3000,762,Summer,2023,404,237-T,9:00-10:00
3001,777,Summer,2020,268,168-O,10:00-11:00
3002,614,Summer,2016,820,355-I,12:00-13:00
3003,966,Fall,2023,899,409-G,17:00-18:00
3004,101,Summer,2019,26,201-Y,10:00-11:00
3005,915,Fall,2023,483,452-M,14:00-15:00
3006,622,Winter,2023,905,128-C,17:00-18:00
3007,804,Fall,2023,66,315-Y,10:00-11:00
3008,204,Winter,2016,882,217-H,17:00-18:00
3009,673,Fall,2024,208,150-Y,10:00-11:00
3010,78,Summer,2019,97,459-N,17:00-18:00
3011,662,Fall,2025,176,191-R,11:00-12:00
3012,534,Fall,2015,511,182-S,16:00-17:00
3013,255,Fall,2019,855,207-L,12:00-13:00
3014,33,Winter,2025,259,279-O,16:00-17:00
3015,783,Fall,2020,721,321-B,8:00-9:00
3016,528,Spring,2022,604,139-B,14:00-15:00
3017,205,Winter,2017,639,402-S,11:00-12:00
3018,110,Winter,2017,139,204-V,8:00-9:00
3019,322,Fall,2015,634,300-K,8:00-9:00
3020,77,Winter,2021,383,154-D,10:00-11:00
3021,124,Summer,2022,682,257-C,15:00-16:00
3022,252,Summer,2025,288,401-H,16:00-17:00
3023,454,Summer,2025,235,476-U,11:00-12:00
3024,394,Fall,2023,400,186-B,10:00-11:00
3025,562,Summer,2018,747,302-P,8:00-9:00
3026,659,Winter,2024,115,463-N,12:00-13:00
3027,985,Winter,2018,520,304-P,11:00-12:00
3028,171,Fall,2015,888,457-X,14:00-15:00
3029,345,Fall,2020,117,467-Q,10:00-11:00
3030,409,Spring,2019,968,135-Y,10:00-11:00
3031,448,Summer,2019,35,216-U,14:00-15:00
3032,343,Winter,2015,344,256-B,13:00-14:00
3033,332,Spring,2024,857,403-K,15:00-16:00
3034,867,Fall,2015,121,441-W,14:00-15:00
3035,927,Winter,2016,899,184-Q,16:00-17:00
3036,537,Fall,2018,992,173-D,16:00-17:00
3037,430,Summer,2023,650,199-A,11:00-12:00
3038,18,Summer,2016,233,331-B,10:00-11:00
3039,311,Spring,2017,934,462-W,8:00-9:00
3040,807,Fall,2020,284,241-Z,14:00-15:00
3041,463,Summer,2019,828,155-D,17:00-18:00
3042,295,Spring,2020,742,227-N,17:00-18:00
3043,446,Spring,2025,507,270-P,8:00-9:00
3044,507,Spring,2025,706,277-D,15:00-16:00
3045,970,Fall,2024,254,186-M,11:00-12:00
3046,587,Summer,2024,5,266-N,8:00-9:00
3047,110,Winter,2020,563,470-E,15:00-16:00
3048,403,Winter,2023,840,353-R,13:00-14:00
3049,135,Fall,2017,155,259-Q,9:00-10:00
3050,545,Summer,2018,182,418-J,15:00-16:00
3051,158,Winter,2015,614,318-F,17:00-18:00
3052,3,Summer,2023,893,107-L,10:00-11:00
3053,699,Winter,2023,849,410-V,11:00-12:00
3054,672,Summer,2024,439,334-Y,16:00-17:00
3055,867,Spring,2020,239,259-P,16:00-17:00
3056,655,Winter,2021,579,407-N,10:00-11:00
3057,847,Spring,2023,958,492-Y,13:00-14:00
3058,976,Winter,2020,73,405-E,9:00-10:00
3059,247,Winter,2022,695,479-R,13:00-14:00
3060,477,Winter,2023,374,316-E,13:00-14:00
3061,353,Summer,2022,181,285-K,10:00-11:00
3062,70,Fall,2024,6,363-W,9:00-10:00
3063,273,Fall,2018,93,278-H,11:00-12:00
3064,844,Winter,2017,635,173-S,9:00-10:00
3065,64,Summer,2025,870,109-A,17:00-18:00
3066,362,Winter,2024,158,428-O,15:00-16:00
3067,878,Winter,2019,916,143-D,17:00-18:00
3068,556,Summer,2023,992,408-D,10:00-11:00
3069,457,Winter,2024,982,444-T,11:00-12:00
3070,192,Winter,2021,358,339-J,10:00-11:00
3071,498,Fall,2024,314,254-Y,14:00-15:00
3072,258,Winter,2025,617,421-Y,8:00-9:00
3073,810,Spring,2021,899,291-O,16:00-17:00
3074,554,Fall,2017,311,279-T,8:00-9:00
3075,637,Spring,2023,390,138-L,9:00-10:00
3076,135,Spring,2015,878,347-P,12:00-13:00
3077,655,Summer,2025,891,449-W,9:00-10:00
3078,505,Fall,2015,241,440-W,17:00-18:00
3079,659,Summer,2017,423,274-C,9:00-10:00
3080,143,Spring,2024,380,325-G,10:00-11:00
3081,524,Fall,2016,523,395-S,17:00-18:00
3082,11,Winter,2015,601,404-A,9:00-10:00
3083,40,Winter,2023,907,173-P,9:00-10:00
3084,501,Winter,2017,81,332-P,11:00-12:00
3085,17,Summer,2023,443,278-T,11:00-12:00
3086,358,Fall,2016,776,335-D,11:00-12:00
3087,816,Spring,2015,443,199-A,9:00-10:00
3088,849,Winter,2018,684,172-D,12:00-13:00
3089,754,Summer,2025,310,158-G,17:00-18:00
3090,575,Spring,2020,983,309-U,13:00-14:00
3091,14,Winter,2020,452,203-M,11:00-12:00
3092,935,Winter,2017,896,181-B,15:00-16:00
3093,201,Fall,2015,37,426-Z,13:00-14:00
3094,624,Spring,2018,103,481-I,10:00-11:00
3095,921,Summer,2024,438,104-N,15:00-16:00
3096,101,Spring,2017,336,295-I,16:00-17:00
3097,41,Fall,2017,340,374-I,16:00-17:00
3098,789,Summer,2015,843,151-B,9:00-10:00
3099,641,Winter,2023,978,126-M,8:00-9:00
3100,113,Winter,2024,437,277-Z,10:00-11:00
3101,421,Summer,2018,801,376-N,15:00-16:00
3102,665,Fall,2016,284,309-W,10:00-11:00
3103,660,Winter,2023,589,205-P,13:00-14:00
3104,18,Winter,2017,249,166-O,16:00-17:00
3105,481,Winter,2017,542,149-N,13:00-14:00
3106,870,Spring,2020,156,411-I,8:00-9:00
3107,906,Summer,2024,327,329-F,16:00-17:00
3108,349,Summer,2018,588,393-S,17:00-18:00
3109,936,Spring,2023,940,206-Q,17:00-18:00
3110,298,Winter,2022,266,218-T,13:00-14:00
3111,255,Summer,2020,362,103-B,8:00-9:00
3112,755,Spring,2022,791,170-P,10:00-11:00
3113,562,Spring,2021,841,488-G,15:00-16:00
3114,944,Summer,2018,507,496-F,10:00-11:00
3115,675,Spring,2019,780,258-G,11:00-12:00
3116,269,Summer,2020,406,470-H,9:00-10:00
3117,359,Spring,2016,261,270-T,16:00-17:00
3118,907,Fall,2023,857,486-D,11:00-12:00
3119,525,Spring,2020,764,243-Y,8:00-9:00
3120,61,Spring,2025,745,396-V,11:00-12:00
3121,549,Spring,2015,133,364-O,17:00-18:00
3122,404,Spring,2023,6,421-C,8:00-9:00
3123,780,Summer,2025,694,298-Q,12:00-13:00
3124,95,Summer,2020,385,158-J,12:00-13:00
3125,554,Summer,2025,17,481-R,17:00-18:00
3126,165,Spring,2016,400,275-H,14:00-15:00
3127,686,Spring,2020,674,434-R,17:00-18:00
3128,14,Winter,2015,143,281-J,16:00-17:00
3129,477,Fall,2022,724,466-D,8:00-9:00
3130,720,Summer,2019,77,137-M,11:00-12:00
3131,452,Fall,2018,305,226-Q,17:00-18:00
3132,19,Spring,2025,262,466-L,14:00-15:00
3133,299,Fall,2019,715,104-B,13:00-14:00
3134,960,Spring,2021,154,187-L,8:00-9:00
3135,340,Fall,2015,49,184-O,17:00-18:00
3136,782,Spring,2023,74,205-R,15:00-16:00
3137,513,Winter,2023,19,389-D,8:00-9:00
3138,76,Summer,2019,503,110-F,17:00-18:00
3139,288,Spring,2023,486,359-Q,10:00-11:00
3140,989,Winter,2023,175,326-T,12:00-13:00
3141,600,Summer,2025,43,293-Z,16:00-17:00
3142,14,Fall,2020,746,207-J,13:00-14:00
3143,347,Summer,2017,506,230-L,10:00-11:00
3144,984,Summer,2015,394,186-P,11:00-12:00
3145,839,Fall,2019,682,483-J,13:00-14:00
3146,118,Fall,2016,52,188-D,15:00-16:00
3147,446,Fall,2015,248,421-I,13:00-14:00
3148,741,Spring,2021,429,171-C,10:00-11:00
3149,399,Summer,2020,271,463-A,11:00-12:00
3150,450,Summer,2019,649,154-W,14:00-15:00
3151,679,Spring,2021,685,262-I,15:00-16:00
3152,703,Fall,2016,509,250-A,15:00-16:00
3153,687,Winter,2020,430,367-K,8:00-9:00
3154,139,Winter,2025,184,474-U,12:00-13:00
3155,145,Winter,2022,795,441-Q,13:00-14:00
3156,608,Fall,2022,863,435-S,8:00-9:00
3157,146,Spring,2022,462,421-O,13:00-14:00
3158,676,Spring,2019,772,346-I,15:00-16:00
3159,674,Fall,2021,203,252-F,11:00-12:00
3160,555,Fall,2015,304,335-Q,16:00-17:00
3161,135,Winter,2019,876,409-R,8:00-9:00
3162,906,Winter,2015,390,494-P,16:00-17:00
3163,406,Fall,2019,877,258-P,11:00-12:00
3164,692,Summer,2022,590,384-O,17:00-18:00
3165,93,Summer,2022,3,156-P,11:00-12:00
3166,794,Summer,2016,929,389-V,12:00-13:00
3167,344,Summer,2022,850,325-X,9:00-10:00
3168,835,Spring,2020,880,456-I,11:00-12:00
3169,17,Winter,2025,585,229-A,17:00-18:00
3170,399,Fall,2016,101,105-R,9:00-10:00
3171,224,Fall,2024,733,419-T,14:00-15:00
3172,766,Fall,2024,495,474-E,8:00-9:00
