course_id,dept_id,name,credits,description
2245,2954,World History,3,This is the World History course offered by department 2954.
2246,252,Computer Networks,5,This is the Computer Networks course offered by department 252.
2247,232,Operating Systems,2,This is the Operating Systems course offered by department 232.
2248,1280,World History,3,This is the World History course offered by department 1280.
2249,4235,Machine Learning,1,This is the Machine Learning course offered by department 4235.
2250,4062,World History,2,This is the World History course offered by department 4062.
2251,281,Machine Learning,5,This is the Machine Learning course offered by department 281.
2252,2875,Database Systems,4,This is the Database Systems course offered by department 2875.
2253,2898,Financial Accounting,4,This is the Financial Accounting course offered by department 2898.
2254,277,Calculus,2,This is the Calculus course offered by department 277.
2255,3582,Linear Algebra,3,This is the Linear Algebra course offered by department 3582.
2256,4279,Algorithms,3,This is the Algorithms course offered by department 4279.
2257,3503,Physical Chemistry,4,This is the Physical Chemistry course offered by department 3503.
2258,3644,English Literature,3,This is the English Literature course offered by department 3644.
2259,1693,Introduction to Programming,2,This is the Introduction to Programming course offered by department 1693.
2260,3455,Macroeconomics,4,This is the Macroeconomics course offered by department 3455.
2261,4860,Physical Chemistry,5,This is the Physical Chemistry course offered by department 4860.
2262,20,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 20.
2263,3487,Organic Chemistry,2,This is the Organic Chemistry course offered by department 3487.
2264,571,Cyber Security,2,This is the Cyber Security course offered by department 571.
2265,3820,Calculus,4,This is the Calculus course offered by department 3820.
2266,1690,Database Systems,3,This is the Database Systems course offered by department 1690.
2267,1456,Computer Networks,5,This is the Computer Networks course offered by department 1456.
2268,4659,Digital Marketing,1,This is the Digital Marketing course offered by department 4659.
2269,4247,Algorithms,1,This is the Algorithms course offered by department 4247.
2270,1699,Database Systems,2,This is the Database Systems course offered by department 1699.
2271,4356,Linear Algebra,4,This is the Linear Algebra course offered by department 4356.
2272,537,Linear Algebra,3,This is the Linear Algebra course offered by department 537.
2273,1820,Organic Chemistry,3,This is the Organic Chemistry course offered by department 1820.
2274,665,Calculus,2,This is the Calculus course offered by department 665.
2275,2975,Calculus,4,This is the Calculus course offered by department 2975.
2276,4801,Organic Chemistry,1,This is the Organic Chemistry course offered by department 4801.
2277,822,Physical Chemistry,4,This is the Physical Chemistry course offered by department 822.
2278,3416,Physical Chemistry,3,This is the Physical Chemistry course offered by department 3416.
2279,417,Software Engineering,3,This is the Software Engineering course offered by department 417.
2280,3689,Financial Accounting,3,This is the Financial Accounting course offered by department 3689.
2281,108,Macroeconomics,1,This is the Macroeconomics course offered by department 108.
2282,1844,Introduction to Programming,4,This is the Introduction to Programming course offered by department 1844.
2283,4937,Organic Chemistry,4,This is the Organic Chemistry course offered by department 4937.
2284,3657,Physical Chemistry,2,This is the Physical Chemistry course offered by department 3657.
2285,3004,Introduction to Programming,4,This is the Introduction to Programming course offered by department 3004.
2286,1878,Digital Marketing,5,This is the Digital Marketing course offered by department 1878.
2287,2082,Introduction to Programming,3,This is the Introduction to Programming course offered by department 2082.
2288,3989,Physical Chemistry,1,This is the Physical Chemistry course offered by department 3989.
2289,772,Macroeconomics,2,This is the Macroeconomics course offered by department 772.
2290,1036,World History,3,This is the World History course offered by department 1036.
2291,42,Financial Accounting,2,This is the Financial Accounting course offered by department 42.
2292,4293,Operating Systems,4,This is the Operating Systems course offered by department 4293.
2293,1864,World History,2,This is the World History course offered by department 1864.
2294,2360,Operating Systems,1,This is the Operating Systems course offered by department 2360.
2295,1481,Cyber Security,3,This is the Cyber Security course offered by department 1481.
2296,428,Physical Chemistry,5,This is the Physical Chemistry course offered by department 428.
2297,2700,Linear Algebra,1,This is the Linear Algebra course offered by department 2700.
2298,819,Software Engineering,5,This is the Software Engineering course offered by department 819.
2299,3280,Software Engineering,4,This is the Software Engineering course offered by department 3280.
2300,4140,Calculus,1,This is the Calculus course offered by department 4140.
2301,369,English Literature,3,This is the English Literature course offered by department 369.
2302,1746,Microeconomics,3,This is the Microeconomics course offered by department 1746.
2303,1558,Cyber Security,4,This is the Cyber Security course offered by department 1558.
2304,968,Physical Chemistry,1,This is the Physical Chemistry course offered by department 968.
2305,3918,Introduction to Programming,2,This is the Introduction to Programming course offered by department 3918.
2306,3199,World History,2,This is the World History course offered by department 3199.
2307,4972,Physical Chemistry,4,This is the Physical Chemistry course offered by department 4972.
2308,304,Cyber Security,4,This is the Cyber Security course offered by department 304.
2309,3131,Machine Learning,3,This is the Machine Learning course offered by department 3131.
2310,703,English Literature,1,This is the English Literature course offered by department 703.
2311,1266,Algorithms,3,This is the Algorithms course offered by department 1266.
2312,3304,Macroeconomics,5,This is the Macroeconomics course offered by department 3304.
2313,596,World History,3,This is the World History course offered by department 596.
2314,4754,English Literature,3,This is the English Literature course offered by department 4754.
2315,834,Database Systems,4,This is the Database Systems course offered by department 834.
2316,248,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 248.
2317,1350,Database Systems,1,This is the Database Systems course offered by department 1350.
2318,1745,Microeconomics,4,This is the Microeconomics course offered by department 1745.
2319,687,Operating Systems,2,This is the Operating Systems course offered by department 687.
2320,477,Financial Accounting,5,This is the Financial Accounting course offered by department 477.
2321,1405,Organic Chemistry,5,This is the Organic Chemistry course offered by department 1405.
2322,460,Organic Chemistry,4,This is the Organic Chemistry course offered by department 460.
2323,3074,Database Systems,1,This is the Database Systems course offered by department 3074.
2324,1456,Calculus,2,This is the Calculus course offered by department 1456.
2325,910,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 910.
2326,3181,Database Systems,4,This is the Database Systems course offered by department 3181.
2327,831,Macroeconomics,4,This is the Macroeconomics course offered by department 831.
2328,350,Microeconomics,2,This is the Microeconomics course offered by department 350.
2329,2995,Digital Marketing,1,This is the Digital Marketing course offered by department 2995.
2330,2799,Organic Chemistry,3,This is the Organic Chemistry course offered by department 2799.
2331,4636,Software Engineering,1,This is the Software Engineering course offered by department 4636.
2332,1426,Data Structures,4,This is the Data Structures course offered by department 1426.
2333,792,Algorithms,3,This is the Algorithms course offered by department 792.
2334,1825,Microeconomics,2,This is the Microeconomics course offered by department 1825.
2335,4764,Introduction to Programming,4,This is the Introduction to Programming course offered by department 4764.
2336,1437,Computer Networks,5,This is the Computer Networks course offered by department 1437.
2337,2009,Macroeconomics,4,This is the Macroeconomics course offered by department 2009.
2338,4987,Algorithms,4,This is the Algorithms course offered by department 4987.
2339,1987,Financial Accounting,5,This is the Financial Accounting course offered by department 1987.
2340,3284,Introduction to Programming,1,This is the Introduction to Programming course offered by department 3284.
2341,271,Database Systems,5,This is the Database Systems course offered by department 271.
2342,426,Calculus,3,This is the Calculus course offered by department 426.
2343,3041,Cyber Security,1,This is the Cyber Security course offered by department 3041.
2344,2850,Data Structures,1,This is the Data Structures course offered by department 2850.
2345,4969,Macroeconomics,2,This is the Macroeconomics course offered by department 4969.
2346,4106,World History,4,This is the World History course offered by department 4106.
2347,3983,Introduction to Programming,2,This is the Introduction to Programming course offered by department 3983.
2348,4481,Digital Marketing,5,This is the Digital Marketing course offered by department 4481.
2349,1571,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 1571.
2350,189,Machine Learning,2,This is the Machine Learning course offered by department 189.
2351,2602,Data Structures,3,This is the Data Structures course offered by department 2602.
2352,1517,Macroeconomics,4,This is the Macroeconomics course offered by department 1517.
2353,4814,Database Systems,3,This is the Database Systems course offered by department 4814.
2354,3170,Software Engineering,1,This is the Software Engineering course offered by department 3170.
2355,2516,Linear Algebra,3,This is the Linear Algebra course offered by department 2516.
2356,3609,English Literature,5,This is the English Literature course offered by department 3609.
2357,4993,Linear Algebra,5,This is the Linear Algebra course offered by department 4993.
2358,4663,Algorithms,3,This is the Algorithms course offered by department 4663.
2359,4601,Digital Marketing,1,This is the Digital Marketing course offered by department 4601.
2360,3894,Macroeconomics,1,This is the Macroeconomics course offered by department 3894.
2361,1708,Introduction to Programming,3,This is the Introduction to Programming course offered by department 1708.
2362,549,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 549.
2363,1123,Physical Chemistry,5,This is the Physical Chemistry course offered by department 1123.
2364,2208,English Literature,2,This is the English Literature course offered by department 2208.
2365,2767,Organic Chemistry,3,This is the Organic Chemistry course offered by department 2767.
2366,4368,Introduction to Programming,5,This is the Introduction to Programming course offered by department 4368.
2367,3170,Software Engineering,3,This is the Software Engineering course offered by department 3170.
2368,3921,Data Structures,5,This is the Data Structures course offered by department 3921.
2369,1717,Microeconomics,2,This is the Microeconomics course offered by department 1717.
2370,3626,Introduction to Programming,3,This is the Introduction to Programming course offered by department 3626.
2371,3312,Physical Chemistry,5,This is the Physical Chemistry course offered by department 3312.
2372,1849,Machine Learning,1,This is the Machine Learning course offered by department 1849.
2373,4751,Macroeconomics,5,This is the Macroeconomics course offered by department 4751.
2374,3087,Linear Algebra,5,This is the Linear Algebra course offered by department 3087.
2375,2781,Machine Learning,4,This is the Machine Learning course offered by department 2781.
2376,2807,Database Systems,3,This is the Database Systems course offered by department 2807.
2377,2754,Algorithms,5,This is the Algorithms course offered by department 2754.
2378,3124,Cyber Security,4,This is the Cyber Security course offered by department 3124.
2379,3847,Digital Marketing,2,This is the Digital Marketing course offered by department 3847.
2380,3179,Introduction to Programming,2,This is the Introduction to Programming course offered by department 3179.
2381,3579,World History,1,This is the World History course offered by department 3579.
2382,2910,Financial Accounting,4,This is the Financial Accounting course offered by department 2910.
2383,3444,English Literature,4,This is the English Literature course offered by department 3444.
2384,2315,Physical Chemistry,5,This is the Physical Chemistry course offered by department 2315.
2385,4218,World History,1,This is the World History course offered by department 4218.
2386,482,Algorithms,1,This is the Algorithms course offered by department 482.
2387,3214,Microeconomics,3,This is the Microeconomics course offered by department 3214.
2388,3725,World History,4,This is the World History course offered by department 3725.
2389,2312,Microeconomics,1,This is the Microeconomics course offered by department 2312.
2390,3691,Computer Networks,4,This is the Computer Networks course offered by department 3691.
2391,1982,Algorithms,5,This is the Algorithms course offered by department 1982.
2392,2362,Financial Accounting,1,This is the Financial Accounting course offered by department 2362.
2393,2512,Linear Algebra,5,This is the Linear Algebra course offered by department 2512.
2394,1365,Algorithms,3,This is the Algorithms course offered by department 1365.
2395,3994,Database Systems,3,This is the Database Systems course offered by department 3994.
2396,1255,Linear Algebra,4,This is the Linear Algebra course offered by department 1255.
2397,1698,Introduction to Programming,5,This is the Introduction to Programming course offered by department 1698.
2398,940,Cyber Security,1,This is the Cyber Security course offered by department 940.
2399,1454,Organic Chemistry,3,This is the Organic Chemistry course offered by department 1454.
2400,1955,Operating Systems,5,This is the Operating Systems course offered by department 1955.
2401,2268,Database Systems,1,This is the Database Systems course offered by department 2268.
2402,4042,Digital Marketing,5,This is the Digital Marketing course offered by department 4042.
2403,3324,Operating Systems,3,This is the Operating Systems course offered by department 3324.
2404,3532,Algorithms,4,This is the Algorithms course offered by department 3532.
2405,4149,Organic Chemistry,3,This is the Organic Chemistry course offered by department 4149.
2406,3838,Physical Chemistry,4,This is the Physical Chemistry course offered by department 3838.
2407,2192,Introduction to Programming,4,This is the Introduction to Programming course offered by department 2192.
2408,1767,World History,1,This is the World History course offered by department 1767.
2409,3137,Linear Algebra,2,This is the Linear Algebra course offered by department 3137.
2410,1935,Algorithms,1,This is the Algorithms course offered by department 1935.
2411,2508,World History,1,This is the World History course offered by department 2508.
2412,277,Software Engineering,5,This is the Software Engineering course offered by department 277.
2413,2591,Data Structures,2,This is the Data Structures course offered by department 2591.
2414,4880,Calculus,3,This is the Calculus course offered by department 4880.
2415,2846,Computer Networks,4,This is the Computer Networks course offered by department 2846.
2416,2507,Database Systems,3,This is the Database Systems course offered by department 2507.
2417,3994,Introduction to Programming,2,This is the Introduction to Programming course offered by department 3994.
2418,1928,Organic Chemistry,4,This is the Organic Chemistry course offered by department 1928.
2419,1203,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 1203.
2420,704,Algorithms,3,This is the Algorithms course offered by department 704.
2421,4077,Database Systems,2,This is the Database Systems course offered by department 4077.
2422,113,Calculus,3,This is the Calculus course offered by department 113.
2423,428,Database Systems,1,This is the Database Systems course offered by department 428.
2424,2535,Digital Marketing,5,This is the Digital Marketing course offered by department 2535.
2425,3401,Data Structures,2,This is the Data Structures course offered by department 3401.
2426,3554,Cyber Security,1,This is the Cyber Security course offered by department 3554.
2427,4469,Microeconomics,5,This is the Microeconomics course offered by department 4469.
2428,3768,Computer Networks,2,This is the Computer Networks course offered by department 3768.
2429,1324,Database Systems,3,This is the Database Systems course offered by department 1324.
2430,2460,Operating Systems,5,This is the Operating Systems course offered by department 2460.
2431,3392,Introduction to Programming,3,This is the Introduction to Programming course offered by department 3392.
2432,1569,Macroeconomics,2,This is the Macroeconomics course offered by department 1569.
2433,1272,Cyber Security,3,This is the Cyber Security course offered by department 1272.
2434,1879,Computer Networks,2,This is the Computer Networks course offered by department 1879.
2435,4829,Software Engineering,5,This is the Software Engineering course offered by department 4829.
2436,2010,Introduction to Programming,1,This is the Introduction to Programming course offered by department 2010.
2437,2748,Algorithms,5,This is the Algorithms course offered by department 2748.
2438,3182,Machine Learning,2,This is the Machine Learning course offered by department 3182.
2439,3330,Database Systems,1,This is the Database Systems course offered by department 3330.
2440,3341,Algorithms,3,This is the Algorithms course offered by department 3341.
2441,1376,Financial Accounting,3,This is the Financial Accounting course offered by department 1376.
2442,4425,Cyber Security,1,This is the Cyber Security course offered by department 4425.
2443,3745,Computer Networks,5,This is the Computer Networks course offered by department 3745.
2444,181,Macroeconomics,5,This is the Macroeconomics course offered by department 181.
2445,478,Algorithms,5,This is the Algorithms course offered by department 478.
2446,4503,Algorithms,2,This is the Algorithms course offered by department 4503.
2447,960,Database Systems,1,This is the Database Systems course offered by department 960.
2448,3578,Digital Marketing,2,This is the Digital Marketing course offered by department 3578.
2449,2311,Database Systems,2,This is the Database Systems course offered by department 2311.
2450,4061,Computer Networks,3,This is the Computer Networks course offered by department 4061.
2451,2318,Operating Systems,2,This is the Operating Systems course offered by department 2318.
2452,2264,English Literature,2,This is the English Literature course offered by department 2264.
2453,2429,Data Structures,4,This is the Data Structures course offered by department 2429.
2454,3893,Operating Systems,1,This is the Operating Systems course offered by department 3893.
2455,2380,Organic Chemistry,5,This is the Organic Chemistry course offered by department 2380.
2456,1831,Database Systems,3,This is the Database Systems course offered by department 1831.
2457,1187,Organic Chemistry,4,This is the Organic Chemistry course offered by department 1187.
2458,576,Computer Networks,3,This is the Computer Networks course offered by department 576.
2459,4332,Algorithms,1,This is the Algorithms course offered by department 4332.
2460,2030,Software Engineering,1,This is the Software Engineering course offered by department 2030.
2461,4183,World History,4,This is the World History course offered by department 4183.
2462,4496,Machine Learning,4,This is the Machine Learning course offered by department 4496.
2463,532,Computer Networks,3,This is the Computer Networks course offered by department 532.
2464,2999,World History,3,This is the World History course offered by department 2999.
2465,1497,Software Engineering,3,This is the Software Engineering course offered by department 1497.
2466,847,Algorithms,5,This is the Algorithms course offered by department 847.
2467,1971,Machine Learning,3,This is the Machine Learning course offered by department 1971.
2468,1029,Introduction to Programming,5,This is the Introduction to Programming course offered by department 1029.
2469,4706,English Literature,1,This is the English Literature course offered by department 4706.
2470,3831,Digital Marketing,4,This is the Digital Marketing course offered by department 3831.
2471,2101,Computer Networks,1,This is the Computer Networks course offered by department 2101.
2472,1189,Artificial Intelligence,4,This is the Artificial Intelligence course offered by department 1189.
2473,1255,Data Structures,3,This is the Data Structures course offered by department 1255.
2474,154,Artificial Intelligence,4,This is the Artificial Intelligence course offered by department 154.
2475,2092,Macroeconomics,5,This is the Macroeconomics course offered by department 2092.
2476,964,World History,3,This is the World History course offered by department 964.
2477,4512,World History,3,This is the World History course offered by department 4512.
2478,4943,Operating Systems,1,This is the Operating Systems course offered by department 4943.
2479,964,Linear Algebra,3,This is the Linear Algebra course offered by department 964.
2480,34,Calculus,4,This is the Calculus course offered by department 34.
2481,1725,Introduction to Programming,4,This is the Introduction to Programming course offered by department 1725.
2482,2076,Organic Chemistry,4,This is the Organic Chemistry course offered by department 2076.
2483,3911,Calculus,1,This is the Calculus course offered by department 3911.
2484,249,Macroeconomics,4,This is the Macroeconomics course offered by department 249.
2485,681,Data Structures,1,This is the Data Structures course offered by department 681.
2486,2713,Algorithms,5,This is the Algorithms course offered by department 2713.
2487,4052,Machine Learning,4,This is the Machine Learning course offered by department 4052.
2488,4955,Algorithms,4,This is the Algorithms course offered by department 4955.
2489,101,Physical Chemistry,5,This is the Physical Chemistry course offered by department 101.
2490,603,Physical Chemistry,4,This is the Physical Chemistry course offered by department 603.
2491,1235,World History,1,This is the World History course offered by department 1235.
2492,2793,Organic Chemistry,5,This is the Organic Chemistry course offered by department 2793.
2493,4987,Database Systems,1,This is the Database Systems course offered by department 4987.
2494,4120,Operating Systems,5,This is the Operating Systems course offered by department 4120.
2495,3076,Algorithms,2,This is the Algorithms course offered by department 3076.
2496,3014,English Literature,2,This is the English Literature course offered by department 3014.
2497,2691,Algorithms,3,This is the Algorithms course offered by department 2691.
2498,820,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 820.
2499,3486,Database Systems,5,This is the Database Systems course offered by department 3486.
2500,3208,Macroeconomics,4,This is the Macroeconomics course offered by department 3208.
2501,4481,Digital Marketing,1,This is the Digital Marketing course offered by department 4481.
2502,547,Linear Algebra,1,This is the Linear Algebra course offered by department 547.
2503,3317,Linear Algebra,2,This is the Linear Algebra course offered by department 3317.
2504,4536,Financial Accounting,3,This is the Financial Accounting course offered by department 4536.
2505,4484,Computer Networks,1,This is the Computer Networks course offered by department 4484.
2506,1286,Digital Marketing,4,This is the Digital Marketing course offered by department 1286.
2507,540,Financial Accounting,1,This is the Financial Accounting course offered by department 540.
2508,264,Data Structures,4,This is the Data Structures course offered by department 264.
2509,1590,Algorithms,3,This is the Algorithms course offered by department 1590.
2510,4290,Linear Algebra,2,This is the Linear Algebra course offered by department 4290.
2511,367,Operating Systems,5,This is the Operating Systems course offered by department 367.
2512,4097,Macroeconomics,3,This is the Macroeconomics course offered by department 4097.
2513,1817,Organic Chemistry,1,This is the Organic Chemistry course offered by department 1817.
2514,2806,Physical Chemistry,5,This is the Physical Chemistry course offered by department 2806.
2515,3436,Macroeconomics,2,This is the Macroeconomics course offered by department 3436.
2516,1308,Machine Learning,5,This is the Machine Learning course offered by department 1308.
2517,4976,Operating Systems,2,This is the Operating Systems course offered by department 4976.
2518,1090,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 1090.
2519,4147,English Literature,2,This is the English Literature course offered by department 4147.
2520,3479,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 3479.
2521,3488,Calculus,2,This is the Calculus course offered by department 3488.
2522,4286,Cyber Security,3,This is the Cyber Security course offered by department 4286.
2523,4409,Data Structures,5,This is the Data Structures course offered by department 4409.
2524,1509,Macroeconomics,1,This is the Macroeconomics course offered by department 1509.
2525,3048,Macroeconomics,3,This is the Macroeconomics course offered by department 3048.
2526,2409,Macroeconomics,1,This is the Macroeconomics course offered by department 2409.
2527,4813,Microeconomics,2,This is the Microeconomics course offered by department 4813.
2528,3972,Cyber Security,3,This is the Cyber Security course offered by department 3972.
2529,554,English Literature,2,This is the English Literature course offered by department 554.
2530,2756,Introduction to Programming,3,This is the Introduction to Programming course offered by department 2756.
2531,571,Macroeconomics,2,This is the Macroeconomics course offered by department 571.
2532,2025,Algorithms,5,This is the Algorithms course offered by department 2025.
2533,4195,Introduction to Programming,3,This is the Introduction to Programming course offered by department 4195.
2534,2056,Organic Chemistry,2,This is the Organic Chemistry course offered by department 2056.
2535,1160,Cyber Security,4,This is the Cyber Security course offered by department 1160.
2536,3087,Operating Systems,4,This is the Operating Systems course offered by department 3087.
2537,365,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 365.
2538,4160,Operating Systems,3,This is the Operating Systems course offered by department 4160.
2539,3857,Machine Learning,1,This is the Machine Learning course offered by department 3857.
2540,3877,Software Engineering,1,This is the Software Engineering course offered by department 3877.
2541,3044,Operating Systems,5,This is the Operating Systems course offered by department 3044.
2542,2158,Machine Learning,3,This is the Machine Learning course offered by department 2158.
2543,2475,Computer Networks,4,This is the Computer Networks course offered by department 2475.
2544,852,English Literature,5,This is the English Literature course offered by department 852.
2545,3917,Database Systems,2,This is the Database Systems course offered by department 3917.
2546,2194,Calculus,2,This is the Calculus course offered by department 2194.
2547,4452,Organic Chemistry,4,This is the Organic Chemistry course offered by department 4452.
2548,3204,Machine Learning,4,This is the Machine Learning course offered by department 3204.
2549,1028,Organic Chemistry,1,This is the Organic Chemistry course offered by department 1028.
2550,3088,Macroeconomics,2,This is the Macroeconomics course offered by department 3088.
2551,1544,World History,4,This is the World History course offered by department 1544.
2552,2502,English Literature,2,This is the English Literature course offered by department 2502.
2553,3057,English Literature,4,This is the English Literature course offered by department 3057.
2554,3286,Financial Accounting,3,This is the Financial Accounting course offered by department 3286.
2555,225,Database Systems,5,This is the Database Systems course offered by department 225.
2556,3658,Data Structures,1,This is the Data Structures course offered by department 3658.
2557,2770,Organic Chemistry,4,This is the Organic Chemistry course offered by department 2770.
2558,4723,Operating Systems,1,This is the Operating Systems course offered by department 4723.
2559,618,Physical Chemistry,4,This is the Physical Chemistry course offered by department 618.
2560,2279,Cyber Security,5,This is the Cyber Security course offered by department 2279.
2561,1946,Microeconomics,3,This is the Microeconomics course offered by department 1946.
2562,3610,Financial Accounting,5,This is the Financial Accounting course offered by department 3610.
2563,3467,Operating Systems,2,This is the Operating Systems course offered by department 3467.
2564,4263,Physical Chemistry,2,This is the Physical Chemistry course offered by department 4263.
2565,2033,Cyber Security,5,This is the Cyber Security course offered by department 2033.
2566,1939,Computer Networks,3,This is the Computer Networks course offered by department 1939.
2567,172,Microeconomics,3,This is the Microeconomics course offered by department 172.
2568,4868,Cyber Security,3,This is the Cyber Security course offered by department 4868.
2569,2923,Machine Learning,3,This is the Machine Learning course offered by department 2923.
2570,3209,Financial Accounting,2,This is the Financial Accounting course offered by department 3209.
2571,1579,Machine Learning,1,This is the Machine Learning course offered by department 1579.
2572,652,Cyber Security,1,This is the Cyber Security course offered by department 652.
2573,1299,Computer Networks,3,This is the Computer Networks course offered by department 1299.
2574,161,Operating Systems,1,This is the Operating Systems course offered by department 161.
2575,3736,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 3736.
2576,35,Microeconomics,2,This is the Microeconomics course offered by department 35.
2577,888,Calculus,3,This is the Calculus course offered by department 888.
2578,1294,Software Engineering,1,This is the Software Engineering course offered by department 1294.
2579,2805,Software Engineering,1,This is the Software Engineering course offered by department 2805.
2580,516,Financial Accounting,5,This is the Financial Accounting course offered by department 516.
2581,4990,Introduction to Programming,1,This is the Introduction to Programming course offered by department 4990.
2582,1126,Machine Learning,4,This is the Machine Learning course offered by department 1126.
2583,1912,Introduction to Programming,4,This is the Introduction to Programming course offered by department 1912.
2584,1381,Organic Chemistry,1,This is the Organic Chemistry course offered by department 1381.
2585,917,Computer Networks,2,This is the Computer Networks course offered by department 917.
2586,1234,Data Structures,3,This is the Data Structures course offered by department 1234.
2587,2211,Calculus,1,This is the Calculus course offered by department 2211.
2588,2816,Software Engineering,5,This is the Software Engineering course offered by department 2816.
2589,426,Computer Networks,1,This is the Computer Networks course offered by department 426.
2590,3452,Machine Learning,5,This is the Machine Learning course offered by department 3452.
2591,2035,Linear Algebra,5,This is the Linear Algebra course offered by department 2035.
2592,4053,Computer Networks,1,This is the Computer Networks course offered by department 4053.
2593,1402,Computer Networks,5,This is the Computer Networks course offered by department 1402.
2594,3259,Software Engineering,5,This is the Software Engineering course offered by department 3259.
2595,1531,Physical Chemistry,5,This is the Physical Chemistry course offered by department 1531.
2596,1408,Data Structures,3,This is the Data Structures course offered by department 1408.
2597,1964,Computer Networks,3,This is the Computer Networks course offered by department 1964.
2598,3604,Macroeconomics,3,This is the Macroeconomics course offered by department 3604.
2599,956,Database Systems,4,This is the Database Systems course offered by department 956.
2600,1721,Database Systems,1,This is the Database Systems course offered by department 1721.
2601,815,Software Engineering,4,This is the Software Engineering course offered by department 815.
2602,3558,Financial Accounting,1,This is the Financial Accounting course offered by department 3558.
2603,302,Algorithms,4,This is the Algorithms course offered by department 302.
2604,2546,Organic Chemistry,3,This is the Organic Chemistry course offered by department 2546.
2605,3573,Operating Systems,5,This is the Operating Systems course offered by department 3573.
2606,1669,Cyber Security,3,This is the Cyber Security course offered by department 1669.
2607,4296,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 4296.
2608,752,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 752.
2609,4406,Software Engineering,1,This is the Software Engineering course offered by department 4406.
2610,456,Macroeconomics,1,This is the Macroeconomics course offered by department 456.
2611,1053,Digital Marketing,3,This is the Digital Marketing course offered by department 1053.
2612,3663,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 3663.
2613,127,Financial Accounting,3,This is the Financial Accounting course offered by department 127.
2614,1733,Microeconomics,2,This is the Microeconomics course offered by department 1733.
2615,4051,World History,2,This is the World History course offered by department 4051.
2616,4689,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 4689.
2617,4143,Digital Marketing,4,This is the Digital Marketing course offered by department 4143.
2618,1630,Cyber Security,1,This is the Cyber Security course offered by department 1630.
2619,1631,Algorithms,4,This is the Algorithms course offered by department 1631.
2620,810,English Literature,2,This is the English Literature course offered by department 810.
2621,2001,Calculus,2,This is the Calculus course offered by department 2001.
2622,2474,Physical Chemistry,2,This is the Physical Chemistry course offered by department 2474.
2623,4644,Operating Systems,1,This is the Operating Systems course offered by department 4644.
2624,1757,Cyber Security,4,This is the Cyber Security course offered by department 1757.
2625,4034,Algorithms,5,This is the Algorithms course offered by department 4034.
2626,2907,Organic Chemistry,2,This is the Organic Chemistry course offered by department 2907.
2627,1555,Algorithms,3,This is the Algorithms course offered by department 1555.
2628,1631,Machine Learning,5,This is the Machine Learning course offered by department 1631.
2629,2772,Database Systems,5,This is the Database Systems course offered by department 2772.
2630,2073,Machine Learning,2,This is the Machine Learning course offered by department 2073.
2631,1904,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 1904.
2632,2444,Financial Accounting,1,This is the Financial Accounting course offered by department 2444.
2633,955,English Literature,4,This is the English Literature course offered by department 955.
2634,4131,Organic Chemistry,1,This is the Organic Chemistry course offered by department 4131.
2635,434,Software Engineering,4,This is the Software Engineering course offered by department 434.
2636,3715,Microeconomics,5,This is the Microeconomics course offered by department 3715.
2637,733,Digital Marketing,2,This is the Digital Marketing course offered by department 733.
2638,383,Calculus,5,This is the Calculus course offered by department 383.
2639,4074,English Literature,1,This is the English Literature course offered by department 4074.
2640,3158,Financial Accounting,1,This is the Financial Accounting course offered by department 3158.
2641,545,English Literature,4,This is the English Literature course offered by department 545.
2642,284,Operating Systems,5,This is the Operating Systems course offered by department 284.
2643,1039,Operating Systems,2,This is the Operating Systems course offered by department 1039.
2644,567,Physical Chemistry,4,This is the Physical Chemistry course offered by department 567.
2645,1043,Organic Chemistry,5,This is the Organic Chemistry course offered by department 1043.
2646,1951,English Literature,5,This is the English Literature course offered by department 1951.
2647,4119,World History,4,This is the World History course offered by department 4119.
2648,4702,Financial Accounting,4,This is the Financial Accounting course offered by department 4702.
2649,1337,Machine Learning,3,This is the Machine Learning course offered by department 1337.
2650,3979,Macroeconomics,2,This is the Macroeconomics course offered by department 3979.
2651,3648,Calculus,5,This is the Calculus course offered by department 3648.
2652,1680,English Literature,2,This is the English Literature course offered by department 1680.
2653,4211,Algorithms,1,This is the Algorithms course offered by department 4211.
2654,3023,English Literature,2,This is the English Literature course offered by department 3023.
2655,443,Computer Networks,3,This is the Computer Networks course offered by department 443.
2656,1026,Data Structures,3,This is the Data Structures course offered by department 1026.
2657,2328,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 2328.
2658,3658,Software Engineering,3,This is the Software Engineering course offered by department 3658.
